,id2,geography,totpop2010,totonerace2010,totwhiteonerace2010,pcwhiteonerace2010,PoliticalAffiliation,AvgYearsEduc
1,26163500100,"Census Tract 5001, Wayne County, Michigan",4032,3962,377,9.399999619,Dem,10
2,26163500200,"Census Tract 5002, Wayne County, Michigan",3207,3179,234,7.300000191,Dem,10
3,26163500300,"Census Tract 5003, Wayne County, Michigan",3137,3079,199,6.300000191,Dem,10
4,26163500400,"Census Tract 5004, Wayne County, Michigan",1664,1635,63,3.799999952,Dem,10
5,26163500500,"Census Tract 5005, Wayne County, Michigan",2205,2180,52,2.400000095,Dem,10
6,26163500600,"Census Tract 5006, Wayne County, Michigan",3714,3626,137,3.700000048,Dem,10
7,26163500700,"Census Tract 5007, Wayne County, Michigan",4391,4276,337,7.699999809,Dem,10
8,26163500800,"Census Tract 5008, Wayne County, Michigan",2485,2462,270,10.89999962,Dem,10
9,26163500900,"Census Tract 5009, Wayne County, Michigan",4035,3970,134,3.299999952,Dem,10
10,26163501000,"Census Tract 5010, Wayne County, Michigan",3499,3433,81,2.299999952,Dem,10
11,26163501100,"Census Tract 5011, Wayne County, Michigan",3762,3716,105,2.799999952,Dem,10
12,26163501200,"Census Tract 5012, Wayne County, Michigan",1963,1943,53,2.700000048,Dem,10
13,26163501300,"Census Tract 5013, Wayne County, Michigan",3836,3773,90,2.299999952,Dem,10
14,26163501400,"Census Tract 5014, Wayne County, Michigan",3895,3810,291,7.5,Dem,10
15,26163501500,"Census Tract 5015, Wayne County, Michigan",4095,4034,524,12.80000019,Dem,10
16,26163501600,"Census Tract 5016, Wayne County, Michigan",1997,1928,428,21.39999962,Dem,10
17,26163501700,"Census Tract 5017, Wayne County, Michigan",2357,2287,598,25.39999962,Dem,10
18,26163501800,"Census Tract 5018, Wayne County, Michigan",4448,4294,774,17.39999962,Dem,10
19,26163501900,"Census Tract 5019, Wayne County, Michigan",3055,2997,123,4,Dem,10
20,26163502000,"Census Tract 5020, Wayne County, Michigan",2348,2309,87,3.700000048,Dem,10
21,26163503100,"Census Tract 5031, Wayne County, Michigan",3081,3051,169,5.5,Dem,10
22,26163503200,"Census Tract 5032, Wayne County, Michigan",3817,3728,209,5.5,Dem,10
23,26163503300,"Census Tract 5033, Wayne County, Michigan",4302,4235,146,3.400000095,Dem,10
24,26163503400,"Census Tract 5034, Wayne County, Michigan",1557,1531,76,4.900000095,Dem,10
25,26163503500,"Census Tract 5035, Wayne County, Michigan",3936,3877,113,2.900000095,Dem,10
26,26163503600,"Census Tract 5036, Wayne County, Michigan",1939,1904,94,4.800000191,Dem,10
27,26163503900,"Census Tract 5039, Wayne County, Michigan",2250,2213,36,1.600000024,Dem,10
28,26163504000,"Census Tract 5040, Wayne County, Michigan",1483,1467,36,2.400000095,Dem,10
29,26163504100,"Census Tract 5041, Wayne County, Michigan",1748,1714,37,2.099999905,Dem,10
30,26163504200,"Census Tract 5042, Wayne County, Michigan",2426,2394,17,0.699999988,Dem,10
31,26163504300,"Census Tract 5043, Wayne County, Michigan",2695,2640,68,2.5,Dem,10
32,26163504400,"Census Tract 5044, Wayne County, Michigan",1999,1982,29,1.5,Dem,10
33,26163504700,"Census Tract 5047, Wayne County, Michigan",2097,2071,28,1.299999952,Dem,10
34,26163504800,"Census Tract 5048, Wayne County, Michigan",793,785,44,5.5,Dem,10
35,26163504900,"Census Tract 5049, Wayne County, Michigan",3495,3446,109,3.099999905,Dem,10
36,26163505000,"Census Tract 5050, Wayne County, Michigan",1263,1244,44,3.5,Dem,10
37,26163505100,"Census Tract 5051, Wayne County, Michigan",3776,3730,231,6.099999905,Dem,10
38,26163505200,"Census Tract 5052, Wayne County, Michigan",3348,3299,86,2.599999905,Dem,10
39,26163505400,"Census Tract 5054, Wayne County, Michigan",3001,2941,96,3.200000048,Dem,10
40,26163505500,"Census Tract 5055, Wayne County, Michigan",1472,1456,87,5.900000095,Dem,10
41,26163506100,"Census Tract 5061, Wayne County, Michigan",1921,1893,114,5.900000095,Dem,10
42,26163506200,"Census Tract 5062, Wayne County, Michigan",2285,2258,88,3.900000095,Dem,10
43,26163506300,"Census Tract 5063, Wayne County, Michigan",2352,2303,91,3.900000095,Dem,10
44,26163506400,"Census Tract 5064, Wayne County, Michigan",3095,3060,717,23.20000076,Dem,10
45,26163506500,"Census Tract 5065, Wayne County, Michigan",2256,2210,55,2.400000095,Dem,10
46,26163506600,"Census Tract 5066, Wayne County, Michigan",3240,3183,104,3.200000048,Dem,10
47,26163506700,"Census Tract 5067, Wayne County, Michigan",1229,1209,41,3.299999952,Dem,10
48,26163506800,"Census Tract 5068, Wayne County, Michigan",3865,3797,153,4,Dem,10
49,26163506900,"Census Tract 5069, Wayne County, Michigan",3818,3749,117,3.099999905,Dem,10
50,26163507000,"Census Tract 5070, Wayne County, Michigan",2948,2904,31,1.100000024,Dem,10
51,26163507100,"Census Tract 5071, Wayne County, Michigan",2617,2584,27,1,Dem,10
52,26163507200,"Census Tract 5072, Wayne County, Michigan",1434,1415,18,1.299999952,Dem,10
53,26163507300,"Census Tract 5073, Wayne County, Michigan",2814,2769,30,1.100000024,Dem,10
54,26163507400,"Census Tract 5074, Wayne County, Michigan",3153,3114,54,1.700000048,Dem,10
55,26163507500,"Census Tract 5075, Wayne County, Michigan",2479,2448,98,4,Dem,10
56,26163507800,"Census Tract 5078, Wayne County, Michigan",772,758,65,8.399999619,Dem,10
57,26163507900,"Census Tract 5079, Wayne County, Michigan",2200,2137,271,12.30000019,Dem,10
58,26163508000,"Census Tract 5080, Wayne County, Michigan",1343,1306,263,19.60000038,Dem,10
59,26163508100,"Census Tract 5081, Wayne County, Michigan",2227,2182,190,8.5,Dem,10
60,26163510400,"Census Tract 5104, Wayne County, Michigan",976,958,12,1.200000048,Dem,10
61,26163510500,"Census Tract 5105, Wayne County, Michigan",3723,3621,402,10.80000019,Dem,10
62,26163510600,"Census Tract 5106, Wayne County, Michigan",4206,4007,1299,30.89999962,Dem,10
63,26163510700,"Census Tract 5107, Wayne County, Michigan",1888,1739,1140,60.40000153,Dem,10
64,26163511000,"Census Tract 5110, Wayne County, Michigan",1971,1938,91,4.599999905,Dem,10
65,26163511200,"Census Tract 5112, Wayne County, Michigan",1442,1388,15,1,Dem,10
66,26163511300,"Census Tract 5113, Wayne County, Michigan",2510,2425,539,21.5,Dem,10
67,26163511400,"Census Tract 5114, Wayne County, Michigan",2681,2619,59,2.200000048,Dem,10
68,26163511900,"Census Tract 5119, Wayne County, Michigan",1462,1407,62,4.199999809,Dem,10
69,26163512100,"Census Tract 5121, Wayne County, Michigan",3532,3468,61,1.700000048,Dem,10
70,26163512200,"Census Tract 5122, Wayne County, Michigan",1321,1308,15,1.100000024,Dem,10
71,26163512300,"Census Tract 5123, Wayne County, Michigan",1677,1627,30,1.799999952,Dem,10
72,26163512400,"Census Tract 5124, Wayne County, Michigan",1481,1472,23,1.600000024,Dem,10
73,26163512600,"Census Tract 5126, Wayne County, Michigan",1953,1929,61,3.099999905,Dem,10
74,26163512900,"Census Tract 5129, Wayne County, Michigan",1639,1597,99,6,Dem,10
75,26163513200,"Census Tract 5132, Wayne County, Michigan",1843,1807,224,12.19999981,Dem,10
76,26163513300,"Census Tract 5133, Wayne County, Michigan",2300,2242,244,10.60000038,Dem,10
77,26163513600,"Census Tract 5136, Wayne County, Michigan",1469,1445,65,4.400000095,Dem,10
78,26163513700,"Census Tract 5137, Wayne County, Michigan",3256,3211,52,1.600000024,Dem,10
79,26163513900,"Census Tract 5139, Wayne County, Michigan",2235,2196,34,1.5,Dem,10
80,26163514100,"Census Tract 5141, Wayne County, Michigan",3486,3430,54,1.5,Dem,10
81,26163514200,"Census Tract 5142, Wayne County, Michigan",2726,2689,17,0.600000024,Dem,10
82,26163514300,"Census Tract 5143, Wayne County, Michigan",3075,3043,64,2.099999905,Dem,10
83,26163514500,"Census Tract 5145, Wayne County, Michigan",1416,1403,18,1.299999952,Dem,10
84,26163515200,"Census Tract 5152, Wayne County, Michigan",2032,2007,116,5.699999809,Dem,10
85,26163515300,"Census Tract 5153, Wayne County, Michigan",3117,3073,211,6.800000191,Dem,10
86,26163515400,"Census Tract 5154, Wayne County, Michigan",1344,1297,438,32.59999847,Dem,10
87,26163515600,"Census Tract 5156, Wayne County, Michigan",1385,1354,31,2.200000048,Dem,10
88,26163515700,"Census Tract 5157, Wayne County, Michigan",3295,3204,389,11.80000019,Dem,10
89,26163515900,"Census Tract 5159, Wayne County, Michigan",1643,1631,34,2.099999905,Dem,10
90,26163516000,"Census Tract 5160, Wayne County, Michigan",3052,3003,67,2.200000048,Dem,10
91,26163516100,"Census Tract 5161, Wayne County, Michigan",734,727,11,1.5,Dem,10
92,26163516200,"Census Tract 5162, Wayne County, Michigan",774,763,21,2.700000048,Dem,10
93,26163516300,"Census Tract 5163, Wayne County, Michigan",890,880,51,5.699999809,Dem,10
94,26163516400,"Census Tract 5164, Wayne County, Michigan",1095,1075,86,7.900000095,Dem,10
95,26163516500,"Census Tract 5165, Wayne County, Michigan",1404,1358,252,17.89999962,Dem,10
96,26163516600,"Census Tract 5166, Wayne County, Michigan",2058,2006,15,0.699999988,Dem,10
97,26163516700,"Census Tract 5167, Wayne County, Michigan",2977,2913,30,1,Dem,10
98,26163516800,"Census Tract 5168, Wayne County, Michigan",1041,1013,35,3.400000095,Dem,10
99,26163516900,"Census Tract 5169, Wayne County, Michigan",1991,1948,93,4.699999809,Dem,12
100,26163517000,"Census Tract 5170, Wayne County, Michigan",2360,2320,583,24.70000076,Dem,12
101,26163517100,"Census Tract 5171, Wayne County, Michigan",1062,1044,109,10.30000019,Dem,12
102,26163517200,"Census Tract 5172, Wayne County, Michigan",1438,1395,408,28.39999962,Dem,12
103,26163517300,"Census Tract 5173, Wayne County, Michigan",1943,1896,298,15.30000019,Dem,12
104,26163517500,"Census Tract 5175, Wayne County, Michigan",2192,2129,233,10.60000038,Dem,12
105,26163518000,"Census Tract 5180, Wayne County, Michigan",2264,2205,557,24.60000038,Dem,12
106,26163518400,"Census Tract 5184, Wayne County, Michigan",630,603,108,17.10000038,Dem,12
107,26163518500,"Census Tract 5185, Wayne County, Michigan",1210,1184,178,14.69999981,Dem,12
108,26163518600,"Census Tract 5186, Wayne County, Michigan",797,781,17,2.099999905,Dem,12
109,26163518800,"Census Tract 5188, Wayne County, Michigan",795,779,49,6.199999809,Dem,12
110,26163518900,"Census Tract 5189, Wayne County, Michigan",1854,1817,43,2.299999952,Dem,12
111,26163520200,"Census Tract 5202, Wayne County, Michigan",2571,2447,1093,42.5,Dem,12
112,26163520300,"Census Tract 5203, Wayne County, Michigan",2038,1975,736,36.09999847,Dem,12
113,26163520400,"Census Tract 5204, Wayne County, Michigan",1835,1760,398,21.70000076,Dem,12
114,26163520700,"Census Tract 5207, Wayne County, Michigan",2233,2167,523,23.39999962,Dem,12
115,26163520800,"Census Tract 5208, Wayne County, Michigan",1616,1569,560,34.70000076,Dem,12
116,26163521100,"Census Tract 5211, Wayne County, Michigan",2080,1983,865,41.59999847,Dem,12
117,26163521300,"Census Tract 5213, Wayne County, Michigan",954,939,141,14.80000019,Dem,12
118,26163521400,"Census Tract 5214, Wayne County, Michigan",1192,1154,570,47.79999924,Dem,12
119,26163521500,"Census Tract 5215, Wayne County, Michigan",1690,1629,317,18.79999924,Dem,12
120,26163521800,"Census Tract 5218, Wayne County, Michigan",1216,1189,27,2.200000048,Dem,12
121,26163521900,"Census Tract 5219, Wayne County, Michigan",2942,2849,813,27.60000038,Dem,12
122,26163522000,"Census Tract 5220, Wayne County, Michigan",2061,2027,79,3.799999952,Dem,12
123,26163522100,"Census Tract 5221, Wayne County, Michigan",950,939,51,5.400000095,Dem,12
124,26163522200,"Census Tract 5222, Wayne County, Michigan",655,645,21,3.200000048,Dem,12
125,26163522300,"Census Tract 5223, Wayne County, Michigan",1704,1668,22,1.299999952,Dem,12
126,26163522400,"Census Tract 5224, Wayne County, Michigan",1147,1112,60,5.199999809,Dem,12
127,26163522500,"Census Tract 5225, Wayne County, Michigan",1707,1662,304,17.79999924,Dem,12
128,26163523100,"Census Tract 5231, Wayne County, Michigan",1648,1567,682,41.40000153,Dem,12
129,26163523200,"Census Tract 5232, Wayne County, Michigan",3850,3601,1949,50.59999847,Dem,12
130,26163523300,"Census Tract 5233, Wayne County, Michigan",3326,3178,1611,48.40000153,Dem,12
131,26163523400,"Census Tract 5234, Wayne County, Michigan",2720,2620,1224,45,Dem,12
132,26163523800,"Census Tract 5238, Wayne County, Michigan",4582,4287,2238,48.79999924,Dem,12
133,26163524000,"Census Tract 5240, Wayne County, Michigan",2985,2844,1504,50.40000153,Dem,12
134,26163524100,"Census Tract 5241, Wayne County, Michigan",3942,3760,2041,51.79999924,Dem,12
135,26163524200,"Census Tract 5242, Wayne County, Michigan",4964,4651,2653,53.40000153,Dem,12
136,26163524300,"Census Tract 5243, Wayne County, Michigan",2812,2668,1693,60.20000076,Dem,12
137,26163524500,"Census Tract 5245, Wayne County, Michigan",1264,1186,721,57,Dem,12
138,26163524700,"Census Tract 5247, Wayne County, Michigan",4150,4076,79,1.899999976,Dem,12
139,26163524800,"Census Tract 5248, Wayne County, Michigan",2796,2748,98,3.5,Dem,12
140,26163524900,"Census Tract 5249, Wayne County, Michigan",1679,1604,779,46.40000153,Dem,12
141,26163525000,"Census Tract 5250, Wayne County, Michigan",1104,1053,427,38.70000076,Dem,12
142,26163525400,"Census Tract 5254, Wayne County, Michigan",2374,2343,492,20.70000076,Dem,12
143,26163525500,"Census Tract 5255, Wayne County, Michigan",1191,1174,149,12.5,Dem,12
144,26163525600,"Census Tract 5256, Wayne County, Michigan",1671,1600,798,47.79999924,Dem,12
145,26163525700,"Census Tract 5257, Wayne County, Michigan",5004,4744,2979,59.5,Dem,12
146,26163525800,"Census Tract 5258, Wayne County, Michigan",2091,2015,1102,52.70000076,Dem,12
147,26163526000,"Census Tract 5260, Wayne County, Michigan",2984,2730,2021,67.69999695,Dem,12
148,26163526100,"Census Tract 5261, Wayne County, Michigan",2631,2408,1943,73.90000153,Dem,12
149,26163526200,"Census Tract 5262, Wayne County, Michigan",3176,2999,1692,53.29999924,Dem,12
150,26163526300,"Census Tract 5263, Wayne County, Michigan",3635,3460,1362,37.5,Dem,12
151,26163526400,"Census Tract 5264, Wayne County, Michigan",1600,1523,490,30.60000038,Dem,12
152,26163526500,"Census Tract 5265, Wayne County, Michigan",2482,2416,77,3.099999905,Dem,12
153,26163527200,"Census Tract 5272, Wayne County, Michigan",1190,1168,21,1.799999952,Dem,12
154,26163527300,"Census Tract 5273, Wayne County, Michigan",1275,1234,31,2.400000095,Dem,12
155,26163530100,"Census Tract 5301, Wayne County, Michigan",3024,2974,19,0.600000024,Dem,12
156,26163530200,"Census Tract 5302, Wayne County, Michigan",4192,4106,543,13,Dem,12
157,26163530300,"Census Tract 5303, Wayne County, Michigan",1891,1852,16,0.800000012,Dem,12
158,26163530400,"Census Tract 5304, Wayne County, Michigan",1694,1672,5,0.300000012,Dem,12
159,26163530500,"Census Tract 5305, Wayne County, Michigan",2283,2233,43,1.899999976,Dem,14
160,26163530800,"Census Tract 5308, Wayne County, Michigan",2130,2094,30,1.399999976,Dem,14
161,26163530900,"Census Tract 5309, Wayne County, Michigan",2694,2650,22,0.800000012,Dem,14
162,26163531100,"Census Tract 5311, Wayne County, Michigan",1610,1575,86,5.300000191,Dem,14
163,26163531200,"Census Tract 5312, Wayne County, Michigan",2532,2469,96,3.799999952,Dem,14
164,26163531300,"Census Tract 5313, Wayne County, Michigan",1497,1451,29,1.899999976,Dem,14
165,26163531400,"Census Tract 5314, Wayne County, Michigan",1935,1913,16,0.800000012,Dem,14
166,26163531500,"Census Tract 5315, Wayne County, Michigan",3018,2977,41,1.399999976,Dem,14
167,26163531600,"Census Tract 5316, Wayne County, Michigan",1981,1956,24,1.200000048,Dem,14
168,26163531700,"Census Tract 5317, Wayne County, Michigan",2070,2022,23,1.100000024,Dem,14
169,26163531800,"Census Tract 5318, Wayne County, Michigan",2139,2110,22,1,Dem,14
170,26163531900,"Census Tract 5319, Wayne County, Michigan",1425,1417,56,3.900000095,Dem,14
171,26163532200,"Census Tract 5322, Wayne County, Michigan",1696,1664,40,2.400000095,Dem,14
172,26163532300,"Census Tract 5323, Wayne County, Michigan",962,931,116,12.10000038,Dem,14
173,26163532400,"Census Tract 5324, Wayne County, Michigan",1635,1607,76,4.599999905,Dem,14
174,26163532600,"Census Tract 5326, Wayne County, Michigan",2043,2002,140,6.900000095,Dem,14
175,26163532700,"Census Tract 5327, Wayne County, Michigan",962,946,19,2,Dem,14
176,26163533000,"Census Tract 5330, Wayne County, Michigan",1804,1786,84,4.699999809,Dem,14
177,26163533100,"Census Tract 5331, Wayne County, Michigan",1824,1794,12,0.699999988,Dem,14
178,26163533200,"Census Tract 5332, Wayne County, Michigan",1656,1633,14,0.800000012,Dem,14
179,26163533300,"Census Tract 5333, Wayne County, Michigan",1795,1765,44,2.5,Dem,14
180,26163533400,"Census Tract 5334, Wayne County, Michigan",3069,3016,25,0.800000012,Dem,14
181,26163533500,"Census Tract 5335, Wayne County, Michigan",1322,1302,8,0.600000024,Dem,14
182,26163533600,"Census Tract 5336, Wayne County, Michigan",2446,2393,13,0.5,Dem,14
183,26163533700,"Census Tract 5337, Wayne County, Michigan",1242,1215,17,1.399999976,Dem,14
184,26163533900,"Census Tract 5339, Wayne County, Michigan",2578,2513,257,10,Dem,14
185,26163534100,"Census Tract 5341, Wayne County, Michigan",2070,2042,22,1.100000024,Dem,14
186,26163534200,"Census Tract 5342, Wayne County, Michigan",4179,4126,29,0.699999988,Dem,14
187,26163534300,"Census Tract 5343, Wayne County, Michigan",1521,1490,26,1.700000048,Dem,14
188,26163534400,"Census Tract 5344, Wayne County, Michigan",1958,1931,22,1.100000024,Dem,14
189,26163534500,"Census Tract 5345, Wayne County, Michigan",980,968,13,1.299999952,Dem,14
190,26163534600,"Census Tract 5346, Wayne County, Michigan",1902,1854,38,2,Dem,14
191,26163534700,"Census Tract 5347, Wayne County, Michigan",3042,3019,46,1.5,Dem,14
192,26163535000,"Census Tract 5350, Wayne County, Michigan",2661,2618,49,1.799999952,Dem,14
193,26163535100,"Census Tract 5351, Wayne County, Michigan",2067,2046,41,2,Dem,14
194,26163535200,"Census Tract 5352, Wayne County, Michigan",2487,2441,37,1.5,Dem,14
195,26163535300,"Census Tract 5353, Wayne County, Michigan",4028,3988,59,1.5,Dem,14
196,26163535400,"Census Tract 5354, Wayne County, Michigan",1522,1493,19,1.200000048,Dem,14
197,26163535500,"Census Tract 5355, Wayne County, Michigan",2676,2632,98,3.700000048,Dem,14
198,26163535600,"Census Tract 5356, Wayne County, Michigan",3425,3371,114,3.299999952,Dem,14
199,26163535700,"Census Tract 5357, Wayne County, Michigan",1486,1463,11,0.699999988,Dem,14
200,26163536100,"Census Tract 5361, Wayne County, Michigan",3846,3773,86,2.200000048,Dem,14
201,26163536200,"Census Tract 5362, Wayne County, Michigan",2012,1961,26,1.299999952,Dem,14
202,26163536300,"Census Tract 5363, Wayne County, Michigan",3130,3062,23,0.699999988,Dem,14
203,26163536400,"Census Tract 5364, Wayne County, Michigan",2868,2827,16,0.600000024,Dem,14
204,26163536500,"Census Tract 5365, Wayne County, Michigan",2363,2312,13,0.600000024,Dem,14
